sentence,label
"Later, gator .",1
Metabolic alkalosis is the most common acidbase imbalance observed.,0
Their appearance indicates a profound rebalancing process is underway in the psyche.,0
Yo that Avirex is off the meat rack !,1
We must find out how long to run the experiment.,0
Asymmetric cryptography uses pairs of keys.,0
I'd like to see him worm out of this charge.,1
"I was trying to hit on that girl, but her friend was cock blocking .",1
Give 3 of 6 stars to Doctor in the House.,0
The island is in length but is only wide.,0
That party was ridonkulous .,1
Yuki then lost to Kong Jie in the final by resignation.,0
It also can be applied to an inductor or capacitor at a chosen frequency.,0
In this paragraph I want to underline the severity of the refinery event.,0
‘Oh don’t talk about trouble’ said the Duchess.,0
This shit is hydro .,1
This project is a trainwreck .,1
It is better to be green and growing than ripe and rotten.,0
It provides aggregation subrating and channelization capabilities.,0
His father was a steelindustry executive and his mother was a homemaker.,0
"You might not want to come over, the fam is around.",1
"Check it out .  So at the club last night, there was this dude ...",1
A yellow dog running across a lush green lawn.,0
I hate people who crash my party.,1
Ignorant had a different view I dont have to justify what I do.,0
His actions also earned him a promotion to full lieutenant.,0
My key competencies are.,0
She was widowed a second time when Djedefre died.,0
When retracted the top was protected by a rigid tonneau cover.,0
I replied also kidneys.,0
"Relax man, I'm just yanking your sack !",1
"Oh, he is a mighty feen !",1
I shot him cold .,1
Don't be a fartknocker !,1
What a load of codswallop !,1
In addition the rapid development of housing took priority over preservation of old buildings.,0
A bald Asian man is touching the molding on a window.,0
The Clutter port is developed by Collabora and sponsored by Robert Bosch GmbH.,0
He attended Purdue University and was a member of The Delta Chi Fraternity.,0
My friend shot me in the unit .,1
All those gapers are getting in the way.,1
I've got to drop a load .,1
This is a result of its close proximity to the amphidromic point outside Eigersund.,0
Tell them to start getting those extras out.,0
You dont doubt William Guppy.,0
Next to the Park is the Museum of Contemporary Art Chicago.,0
Get your bitch tits off my arm.,1
are you going to rusty ironing board me to that show on channel 4,1
He's off in la la land again.,1
The line followed the eastwest monument axis in Paris.,0
He realized that the traits acted upon could be multifactorial.,0
I was schwacked last night.,1
When he died the titles passed to his grandson the fifth Earl.,0
There is a lady walking a lot of dogs and she is crossing the street with them.,0
"That's great that you're pursuing a degree in civil engineering, but it's not exactly rocket surgery !",1
I copied pictures of Jennifer from the internet and made a tribute video of myself masturbating to her pictures.,1
"Shut up , chode muffin .",1
"We're going to have a gaming sesh later, if you guys are interested.",1
This rule is a concrete application of the veil of ignorance concept.,0
Your locks look really great!,1
The clock on the mantelpiece struck ten o’clock.,0
Word up bro .,1
A little girl points at a book.,0
Weather is extremely variable in the mountains so conditions and closures often change rapidly.,0
Tagos soil types vary along the shoreline is sandy.,0
Battle Royale was completed after Takami left the news company.,0
What's your DOB ?,1
"Yeah, he was pretty sloppy last night.",1
Where is your place at?,1
I havent seen the tape but I know somewhere it still exists.,0
This episode marks the final appearance of Mr Weed due to his death.,0
He also sought to improve the Maryland healthcare system.,0
That shirt is so last-year .,1
She had a nice trunk .,1
The painting is in the collection of the Newark Museum.,0
"Are you afeared , my son?",1
The park has campsites available and is a destination for daytrippers.,0
Her eyes smiled truth at him as he came up the bank.,0
U r trying to be slick .,1
I fuckin' love this car you fuckin' gave me.  I fuckin' wanna fuckin' drive it fuckin' to fuckin' somewhere fuckin' awesome! Fuck yeah motherfucker !,1
At the midpoint of the crater floor is a central peak formation.,0
The institute has facilities in two locations.,0
"Hey nana , can I have some ice cream?",1
He is having a CPW .,1
I was really brassed off with the comments and actions.,1
The restaurant has two employees SpongeBob SquarePants and Squidward Tentacles.,0
Four different men sitting outside on cement steps in front of a building.,0
I would like to focus on the things I would do he said.,0
Sometimes it is better to be an asshole than a whole ass .,1
Also it has electricity and mobile communication coverage.,0
He was imprisoned initially but able to retire to Maidstone.,0
Person 1: <says something funny> Person 2: I'm dead !,1
German people are having a dinner party in their swank highrise apartment.,0
A woman wearing glasses helps a small boy drink out of her cup.,0
The internet is built upon many protocols which compliment each other perfectly.,0
"Dude , your jacket is so budget with all of those holes in it.",1
She hosted Foreign Exchange and Global Watch.,0
Anastasius deeply saddened by this left for a nearby monastery.,0
He creatively crafted an elegant statue of an eagle.,0
Shut your yap .,1
Get me out of this Helmet Party !,1
The nearest Amtrak train station is in Hudson.,0
A person in black riding a three wheeled bike.,0
We're just bang buddies .,1
He's some Mape from Toronto.,1
The police are coming.  We need to get the fuck out of here .,1
Where did they come from.,0
Person with red shirt and black pants climbing a rock.,0
A soft answer turneth diabo away wrath.,0
Here comes an exhibit .,1
You parked way out in East Bumblefuck !,1
Those shoes are savage .,1
Hippies like to pull bong .,1
One of these characters is Bella Donna Boudreaux commonly associated with the XMan Gambit.,0
"Sorry, what were you saying?  I nodded off there for a second.",1
Yeah at least thats the last I heard.,0
There was an accident at work a camel stampede nearly killed the janitor.,0
She got hit in the booby .,1
"Geez , that was a terrible meal!",1
Emperor Chong was the only son of Emperor Shun.,0
I don't want any of that - it looks like ass pie .,1
During the first years workers lived in shacks built from wasted dynamite crates.,0
Person A: Sorry it took me so long to return your phone call. Person B: Ain't no thang .,1
Before the war everyone felt that what was happening onstage was impossible.,0
He could not learn Greek because the teacher had left shortly before he arrived.,0
Two soccer players rush towards the ball.,0
Through his mother John inherited the County of Forez.,0
I hate it when people bite my moves.,1
"Because of the financial meltdown, my savings were gone in a blip .",1
She can burn in the kitchen.,1
"Speaker: I'm going to the movies tonight, dawg - you want to go? Response: Word !",1
This is a black and white issue - either you're for it or against it.,1
The tube he thought of as his ultimate bargaining power.,0
Outlines of people looking into glass cases that are lining the walkway.,0
For example liquid nitrogen should not be used for the sake of novelty.,0
Two brown dogs running through a field with a red toy.,0
But thats what youre doing.,0
Psych up yourself.,1
It contained a number of his writings for Growing Without Schooling.,0
Cruise lines operating ocean and river ships can be found in both lists.,0
That computer must have been set up ass-backwards ; most of the buttons don't work.,1
Can you please find me DREAM.,0
The name Monona is of American Indian origin.,0
The town of Guanta is the shire town of the Guanta Municipality.,0
In the original painting the dog was listening to a cylinder phonograph.,0
Kevin and I watched a dick flick last night.,1
Why dont you say something.,0
"If you don't stop it, I'll butt plug you!",1
little kid in red pooh shirt getting wet.,0
He works at the local magistrate’s court.,0
A man crosscountry skis on a snowy path.,0
She has worked in radio and television.,0
"Person 1: What time are you picking her up? Person 2: 12:30.  Well, that's her ETA anyway.",1
That logo needs more flare - it just doesn't pop .,1
"Damn, I'd love to get on that decent Rita over there.",1
The video generated controversy over its sexual themes.,0
I got wood .,1
"Oh my god, I just found scoobies .",1
The group has experienced numerous lineup changes.,0
Migratory ducks like Teal Pin tail and mallard and some geese visit during winter.,0
These carvings cover the reredos pulpit and manorial pew.,0
Complete silence followed upon his words.,0
A young boy is playing with a slinky in the street.,0
Person A: <mumbles> Person B: Huminah wha ?,1
We totally bumped uglies last night.,1
His saxophone solo was incredible.,0
"Get that shit off the table.  (""Get that feces off the table."")",1
"I'll have a slaw burger fries and and a bottle of skeet , bring it on out to my baby and me.",1
We need to ski down the hill before the sun sets.,0
I wonder if plastic plants make a room more beautiful or more melancholic.,0
That shirt is so ruley !,1
Those are the nastiest floops I've ever seen!,1
A woman and a group of children living in poverty.,0
My Twitter post has gone viral.,0
That's gink !,1
We are in the Milky Way Galaxy.,0
Man that man had guns !,1
In his final years Meany took up amateur photography and painting as hobbies.,0
I can't find my frindle .,1
"Don't look now, but there's a cougar sitting behind you.",1
Did you break off a piece ?,1
He better stop screaming at me or im going to land one on him.,1
He and I don't exactly geehaw .,1
He was so wacked last night.,1
Don't come in - I'm buck .,1
You're such a crack baby .,1
I have crap-loads of homework to do.,1
"Oh, my friend - he's straight .",1
A roller derby player talks with another woman.,0
Later days .,1
A: I like her the most!  She is so pretty. B: You're such a sone !  You don't even know that she actually has a dishonest person with an attitude problem.,1
My mom is a clean freak .,1
Some have ignored the central issues.,0
Find the TV series Right here right now.,0
But not a sound came from behind the door.,0
"Person A: Have you filled out your college applications yet? Person B: No, I should really get on that.",1
He was studying the history of the trade union movement.,0
"Don't flip out , man.",1
"In this course, you will learn the ABCs of finance.",1
The prince ordered his head chopped off.,0
"After her long night of partying, she looked busted .",1
Your ex-girlfriend was a stunner .  Why did you break up with her again?,1
The committee usually meets in April May and June.,0
After her four day tweek binge she sure was STFO .,1
A red crosscountry vehicle driving through a puddle with people looking on.,0
Lil' Earl brought his burner to Jason's party and threatened to shoot Will.,1
A woman in pink and a man wearing an apron watch a food covered grill.,0
There is also a public library in nearby Knebworth located in Saint Martins Road.,0
Two cowboys on horses wrangle a calf in a rodeo.,0
"He beefed , so I had to rock him to sleep .",1
War to the knife bitter end.,0
Down the hatch .,1
Nevertheless there was a tradition of prose in the literature of the time.,0
The flight to Australia was long.,0
She could not be.,0
A boy wearing a hockey sweatshirt is raking the yard.,0
He'll sic his dog on trespassers.,1
The river was a heart so I made my flush.,1
Due to their alliegance to the losing side the Howard familys titles became forfeit.,0
But now he had to deal with two different species.,0
He hocked a loogie on the wall.,1
Three feet of snow and I'm cold as balls .,1
My new computer has 16 gigs of RAM.,1
My name is Atlas and Im going to guide you through Rapture.,0
Could you lend me a sawbuck until payday?,1
A sequence is Sturmian if and only if it is balanced and aperiodic.,0
Bircher Benner authored a book titled Food Science for All.,0
She seems to have acquired some bad habits.,0
She's got a huge bust .,1
"It's just waste of time explaining it to him, so DFTT .",1
It offers courses in fashion entertainment beauty interior design and graphic design.,0
"I don't want to go to the flea market, it's going to be full of trailer park trash .",1
Onboard cesium clocks provide the local clock source.,0
A woman in a white headscarf sits near white flowers.,0
Are there any Wally Worlds around here?,1
He is married to journalist and author Sagarika Ghose.,0
To get my own room my parents told me I have to walk the dog every day. I knew there would be a catch !,1
Can you find me the work titled A Little Curious.,0
I ordered some commemorative pictures.,0
A woman in a blue shirt and black pants is fixing her white sock.,0
"One of my friends just called me "" boss "".  I think he forgot my name.",1
One picture in the gallery shows how diligent slaves erect the statue of admiral Thompson.,0
In most clubs the main stage is a dominant feature of the layout.,0
We're going out on the town tonight for Ladies' Night.,1
While living in Nakhichevan he became interested in Communism.,0
Let's stop and get a scooby snack ... I'm starving!,1
Bhutan also conducts elections for offices in local governments.,0
These laws vary among different countries and many laws have exemptions or special circumstances.,0
You have the Aztec two step .,1
This is some grade-A mac and cheese .,1
Eleanor is arrested while the unconscious Kimble is hospitalized.,0
I'm going to go throw a whiz .  I'm going to go throw one.,1
We better beat feet or we'll be late.,1
Ramage inadvertently became a part of history in his first season in Colorado.,0
San Marcos inhabitants are a Catholic majority a heritage of the Spaniard Colonization.,0
Specifically decoherence does not attempt to explain the measurement problem.,0
To my dearest and always appreciated friend I submit myself.,0
Latimer was born in Ocilla Georgia and grew up amidst segregation in Jacksonville Florida.,0
The organization publishes the magazine Stigma.,0
A child in a blue jacket smiling.,0
Equipment differences include no face guards and wooden sticks.,0
Give me a slug of that ass whup .,1
Madagascar has an endemic genus Astacoides containing seven species.,0
A little girl is laughing and smiling while on a ride at the park.,0
Later she married Michael Bennahum.,0
A man uses a cellphone while working on the exterior of a building.,0
He has been guilty from the get-go .,1
He considered the standardwing bird of paradise Semioptera wallacei to be his greatest prize.,0
The green lock in the address bar of your browser does NOT mean you can trust the site.,0
He placed his son on the throne but he was soon assassinated.,0
The albums songs have been performed by subsequent Rainbow lineups.,0
Mary likes to apply lip gloss every night before bed.,1
I hid an upper decker in that jerk's toilet before we left.,1
My ex-husband couldn't shut his cock holster long enough to hear what anybody else had to say.,1
Corporate headquarters are in Cheyenne Wyoming with a hub at Denver International Airport.,0
That man is your brother.,0
It follows a meandering course in a generally westward direction.,0
"When you get drunk, you get out of pocket .",1
He was a wellknown racing cyclist.,0
Hayden resided in Killarney Manitoba during his political career.,0
I'm tryina get Chavon to let a nigga slide tonight.,1
That book will bore you shitless .,1
"""I wouldn't be seen with him, he's minty .""",1
Numerous people are waiting in line on a stairway.,0
"In Blastem version 4, they really nerfed the EnemyToaster.",1
There's nothing between us - we're just fuck buddies .,1
I dare say there may be one.,0
A Guard questioned Person for smoking in a posted smoking permitted zone then without the Person's reply cuffed and best the Person. The Guardard was reported to the Chain of Command and terminated Lawsuit pending.,1
As a gentleman cadet Bhagat captained the academy tennis and squash teams.,0
Gooey chocolate fudge.,0
Other addons provide fax support texttospeech additional codecs and new features.,0
I moonlight as a private eye .,1
I think I'm falling in like with her.,1
Green ?,1
You fucked her man that's grimey .,1
This is our company charter.,0
How do you balance on a Segway.,0
Local solutions should be preferred to cloud solutions in many cases.,0
I gots mad skrill .,1
I double dog dare you to eat that.,1
We are plagued by daily errors.,0
"Twerk it, girl.",1
Three young indian children play wiffle ball.,0
"Dude , close the door to your room!  Keep your ass blasts to yourself.",1
Regarding total lifecycle costs many governments offer incentives to encourage recycling of old refrigerators.,0
You're such a dork slap .,1
Thomas Rhoads was the Museums first executive director.,0
It occurred to me that there would have to be an accounting.,0
The fraudulent press release came from a press service named Internet Wire.,0
Theres a lot more to it than meets the eye.,0
Three chefs in uniform are working in an assembly line to prepare pastries.,0
Something is really flying around.,0
"I'm off, cheers !",1
It isnt a question of saying boo to a goose.,0
The photo doesnt have to be pixel perfect.,0
Peaches notoriety gained her a career in vaudeville.,0
I'm just maxing .,1
Rather than send an answer Mark is a donger . Sending pictures of a penis.,1
Oh fricka fracka .,1
I was intent on getting to the bottom of this mystery.,0
In many rural households bread is still baked in ovens usually in bigger loafs.,0
It wisnae me.,1
Were a couple of financial wizards.,0
Why Dont We.,0
Two brown dogs wearing collars fighting.,0
I'm leaving rn .,1
"When it comes to whores , you are like flies on shit .",1
We spiked the punch at the high-school dance.,1
But in the room the settee puzzled me.,0
We should add some snazz to the presentation.,1
Don't go in there - that's a thot house .,1
"Yo , go grab my jack from off the bed.",1
She's too flaky for me.,1
A dog trots across the ground with a large stick in his mouth.,0
Can we please leave now.,0
You ain't got shit on me.,1
A woman sitting at a table in a bar.,0
He's such a fuckstick !,1
It was a ritzy affair.,1
He's one cool droog of my crew.,1
He's a strange cat .,1
It's time to hat up man.,1
That old man is a peckerwood SOB .,1
Okay it's time for me to go to bed.  I'll ttyt .,1
Add this album to my hot house playlist.,0
The child was rushed to the hospital after swallowing a crayon.,0
"Dude , you're so Lunchin' .",1
Other skills included spinning weaving and chicha brewing.,0
A man is talking to two women.,0
It only costs five Euro for a straw hat.,0
My boss gets a little handsy when he's had a bit to drink.,1
Haken is the father of six children.,0
Stop piss-farting around and let's go!,1
The military equipment is identical to that used in the First World War.,0
I have fuckall to say to you.,1
As in other sports television has had a major effect on hockey.,0
That movie was saccharin !,1
These extrathin extralong tapes are rare and expensive.,0
It runs from Campton to Waterville Valley.,0
Pack animals may be fitted with pack saddles and may also carry saddlebags.,0
In this world I am west .,1
"Every time she gets upset with her boyfriend, she goes nam on him.",1
What you eat today walks and talks tomorrow.,0
He was a New York City merchant.,0
In some places the ground was covered with the salt of driedup lakes.,0
The people of Northern Samar were previously called Ibabaonon.,0
My bro is a tattle tale !,1
After the games success the two continued to compose in the same style.,0
I am gonna back off .,1
He went to the store fo ' sho .,1
I have 2 go. 143,1
Jerome came into our church and tried to big-ass everyone in sight.,1
Find me the Plastic trailer.,0
Imona go to the mall later and catch a movie.,1
What the cus is going on here?,1
I'm gonna go grow a tail .,1
"Come on, we got to hustle !",1
Her life is a series of plot twists.,0
People are doing various activities on the beach.,0
Man that Terri is such a slut monkey .,1
"I'm going to his formal dance, but he's just a charity case .",1
An occasional guest color commentator was former major leaguer Dizzy Dean.,0
Welcome home !,1
Shut the H up!,1
I have to cuum my house before my party tonight.,1
Not at the house of one of your friends.,0
Person A: Where are you two going? Person B: Home for some sexy time !,1
What a lerpy kid.,1
Also Xalapa Naolinco next town has high levels of environmental pollution.,0
"I can't wait to see you, beb .",1
A woman in a gray suit and wearing a hat is walking by a stone wall.,0
Were at an inflexion point where machine learning is accessible to anyone.,0
It's cats and dogs out there!,1
"Person A: It's been 3 years as of today.  Despite the heartbreak, I guess it's time for me to move on. Person B: Vaguebooking , much?",1
"I rubbed her tight, wet beaver .",1
The games are known for their very loose guidelines and no specific user goals.,0
Those pink teddy bear bedroom slippers are scary !,1
All songs written by John Power.,0
I use Flickr to store most of my important photographs online.,0
"Things are really going to get hectic, so just try to maintain !",1
Newsday carries the syndicated columnist Froma Harrop.,0
It was originally written as a screenplay.,0
You are afraid of her.,0
Holbrook resides in Beverly Hills California.,0
What a dink !,1
"That shirt is pretty nice, I might have to merk that off of you.",1
This statement is filed in advance of the annual meeting.,0
Ground Force America is the American version presented by Dimmock and Walsh.,0
"Son, stop playing with your dinker .",1
That girl is such a doughnut !,1
A group of motorcyclists drive around a parking lot.,0
They call all of its products beta in order to deflect criticism.,1
‘Digging for apples indeed’ said the Rabbit angrily.,0
Just post up here a moment.,1
Check out the factory air on that!,1
"After eating that stinky cake, I want to shout at the floor right now!",1
Bengston says they were red.,0
Some children playing in a pit full of colorful balls.,0
The man in the black shirt is playing the electric keyboard.,0
Fresh fruits and vegetable stand.,0
The city lies close to Cape Lopez the westernmost point in Gabon.,0
Let's road trip to Florida this weekend.,1
'damn I should have known this' said Jim depressed because he did not know the answer to a question that had not been covered in class yet. 'Sounds like your Shoulding all over yourself' said his friend Sally rolling her eyes.,1
A round mat will cover the dull spot.,0
I was squashed in the cinema because I was sat next to a podger .,1
I want the facts.,0
I passed at the school six happy quiet years.,0
"Waiter to customer: 'Sir, Tipping isn't just a city in China , you know.'",1
The land was once part of the extensive ranch of William Herbert Shipman.,0
"Dude , this food is hella nar nar .",1
Lee did not do well at school and he was often truant.,0
Disease treatment and management account for nearly a quarter of consumer apps.,0
FTW and the horse they rode up on.,1
But enough of this.,0
R G Barnwell and Edwin Q.,0
Thomas played recurring character Alan Townsend on Reaper.,0
Before long the couple had resumed their efforts on behalf of their imprisoned comrades.,0
You really ate the crap out of that pizza.,1
There are no footprints in the sand other than the mans and Harriets.,0
"FWIU , it won't be available to the public until next year.",1
Would you allow me to look at it.,0
I got this girl's number last night.  My wingman kept her friends out of the way.,1
You are so cra cra .,1
The specific name adleri is in honor of American herpetologist Kraig Adler.,0
Yummy ... you have to see this... Man take a look at his tie... yum yum!,1
"Alrighty , guys, it's time to head out .",1
“At your service” he said politely.,0
He also guest starred on Angel.,0
Some young people of color and some older ladies are standing in a circle clapping hands to music being played.,0
Mexican mariachi band with the guitarist up front.,0
"You don't want equality, you're just a femi-nazi !",1
Stop being such a little scooch .,1
He was freed the following year.,0
In winning Fargo became the first Latina mayor of an American city.,0
Larry is a duck ; he will do it.,1
The flock of flamingos landed gracefully on their awkward looking legs.,0
Saint George Elementary is located in Saint George.,0
"When you see the flag twirled around when the first car goes over the finish line, then you'll know that the race is all ova .",1
wen r u gonna b heer agen ??,1
"Hey Homey , don't you know me?",1
Korea used independent era names whilst reigning in all of its variety of nations.,0
"Santa, you know you're my dawg .",1
These methods can be applied to any computational model.,0
Good luck .,0
one person wearing a backpack sitting on the side of a rocky mountain.,0
This withdrawal led Henry to order his own reserves and cavalry into the fight.,0
"Hey, I need more money for cigarettes, I am going to spange 50 cents.",1
It is butt fucking cold out here!,1
He's naff !,1
"Joe got shanked last night behind the warehouse, man.",1
"Hurry up, I am about to drop a bomb !",1
I heated up her rusty bullet hole .,1
All the buckle bunnies are down at the bull-riding pens.,1
I'm out man. Fuck with me tomorrow!,1
"Man, I was so flame-broiled last night!",1
"Jack broke away from his friends, saying, ""I've got to hit the books .""",1
The town is also known for Theyyam the ritualistic art form.,0
Well I shouldn’t mind that much.,0
"You met Michael Jordan and played him at one on one and won, did you?  Yeah! Chinny reckon , you did.",1
Vapula is depicted as a griffinwinged lion.,0
They might even have become friends but the Englishman closed off the conversation.,0
The West Branch of Nimishillen Creek flows through the city.,0
"I can't believe they're dancing to Nine Inch Nails, Gods, what sheeple !",1
Neighbouring villages include Worsbrough Tankersley and Hoyland Common.,0
Did you smash yet?,1
We go together then.,0
That was one ballsy move.,1
Duce .,1
Cycling is a very green way to travel.,0
Person 1: What's your wife do for a living? Person 2: She's a SAHM .,1
He's one bad mother .,1
"Keep your pecker up , mate .",1
Do not scoot on your chair on the hard-wood floor.,1
Are you going to go to Guernsey tonight?,1
A boy doing a handstand in a yellow shirt.,0
But you know I do believe Lauryn can get help.,0
book a table at a pub on jun 17 2023.,0
Two people wearing bright green and purple costumes with white masks.,0
Never quarrel with ones bread and butter.,0
I hear Jason's party is gonna be a ho-baggity !,1
If I had had it I should have hurried away.,0
"Flip , I forgot!",1
That boy was trying to get crunk with us.,1
You parked way out in Bumblefuck !,1
"Yo mama so fat, when she lay around the house, she lay around the house.",1
Its a simple story.,0
There silhouetted against the dusky West was my friend the monoplane.,0
Whos brought the cake.,0
Bang Nok Khwaek is the centre of the Roman Catholic Diocese of Ratchaburi.,0
On the level ?,1
That guy's a real yinyang .,1
It will hybridize with those and other close relatives.,0
"Aww, he is such a schmoo .",1
Two skateboarders occupy a street in a town with palm trees.,0
Thats good thought the Englishman.,0
The most important street of the rione Ludovisi is Via Veneto.,0
A child in a helmet plays on a skateboard by a playground.,0
Stuffed tomatoes with rice in the oven is a traditional Greek dish.,0
Silly young geezer I said.,0
My lawnmower is broken.,0
"Hey, give me another killthroat .",1
"""He gets triggered whenever someone says something positive about the president.""",1
The Spaldings had four children Eliza Spalding Warren Henry Martha and Amelia Spalding Brown.,0
Jacen disappears along with his presence in the Force.,0
The Spanish soldiers in the new garrison disinterred and burned Brouwers body.,0
"We should hit the bricks , guys.",1
Amber is a poser .,1
"No more scran (food) for me mate, I'm chocka .",1
That movie was so gammon .,1
This painting is currently displayed at the La Salle Art Museum.,0
You're nothing but a leva you never fight.,1
The Angels needed only one more victory to advance to their first World Series.,0
Person A: Let's go sky diving. Person B: Sod that for a game of Soldiers !,1
There is no term limit on the number of terms a governor may serve.,0
"Sorry, the TV is fucked up .",1
"As far as I could tell, everything coming out of his mouth was gobbledygook .",1
Hell Fuck yeah I wanna go to the mall!,1
We were talking about his craptastic cellphone.,1
I am soo schwasted !,1
Rice purity test.,1
This time the Terrans strike and the invasion begins.,0
Huddleston was born in Burkesville the seat of Cumberland County in south central Kentucky.,0
The bracelet costs ten pounds fiftytwo.,0
Get TF out my trap house.,1
Nets for catching different insects have different mesh sizes.,0
Why are we doing this again.,0
Instead it relies on multicast addressing  a conceptually similar onetomany routing methodology.,0
Philip stood undecided his ears strained to catch the slightest sound.,0
There are many regions that lack potable water.,0
LLIM is the biggest toat in the yt boxing history.,1
Enjoying a rope park on a sunny day.,0
O Jogo is published in tabloid format.,0
You can't just rock up at midnight and expect me to come out with you.,1
Instead it is primarily used as a replacement for compacted backfill.,0
The Hero The first theme represents the hero.,0
I am mired down with commitments.,1
The trouble about him was that he was too romantic.,0
The following table shows Smirnovs cabinet at the end of his time in office.,0
His two brothers Arnold and Duncan were also notable sportsmen.,0
The toll is paid at gas stations.,0
The trial court found that there was an implied warranty.,0
Untreated sewage would pollute the rivers.,0
Writer George Meyer lifted Mr Burns Excellent.,0
It was also the Choctaw capitol for a time.,0
Two brave young boys that have climbed to the top of a rope jungle gym with onlookers at the bottom on a sunny day.,0
"What a nard sack , he just cut in line!",1
Free Fallin is one of Pettys most famous tracks as well as his longestcharting.,0
Been here long.,0
Laughing stock.,0
Most of the genera have evergreen foliage but Stewartia and Franklinia are deciduous.,0
An Old Colcestrian is a person who formerly attended the school.,0
"Hrm , I'm not sure how to solve this problem.",1
"Man, I gotta go evict the Jeffersons .",1
Oberoi gets rid of Doctor Octopus for good and touches SpiderMan with the amulet.,0
If the contractor does not do their own work they obtain it through subcontractors.,0
Although the district appears rural its politics are dominated by Reno and Carson City.,0
Look at my mate over.  There he's been here all weekend.  Doesn't he look cunted !?,1
Opposing counsel wouldnt consent.,0
Kanorado schools were closed through school unification.,0
That kid owes me papes /he owes me money.,1
They were the core members of the Portland Spy Ring.,0
"Aw, man, no fair!  These are smuck teams. Joey and Jimmy can't be on the same side.  We gotta pick again.",1
That tastes very bad - like my grundle .,1
Determeijer wanted to concentrate on his piano studies and was replaced by Ad Wammes.,0
He's always beating his own drum .,1
He was later replaced by Matt Wicklund.,0
I had a wank .,1
Person 1: ILU ! Person 2: ILU2,1
ENRON's Fastow is doing the perp walk today.,1
Bill and Billie see him discard the papers and they look at one another.,0
Hey man are you on the choongs ?,1
This association of rock art and bedrock mortar pits is unique in California.,0
Jerome is going to the quarry for some rocks.,1
"Go peddle your wares elsewhere, Burn Boy .",1
Gala was sway during the performance.,1
I've only done a couple key bumps .,1
Two brunette women talking to a classroom full of blond children.,0
Dang that girl look straight cock-roach .,1
"I'm going to swat you on the fanny , young man.",1
Two brown dogs trot along frozen ground in a rural setting.,0
In the courtyard two lotus shaped fountains can be seen.,0
"Wow, phew! You stepped in some bundy back there, didn't you?",1
He pisses ice water .,1
I got 20 frags last round.,1
The size of nanocrystals distinguishes them from larger crystals.,0
The first industries in Siam were rice milling and sugar production.,0
"No, we're not dating.  She's just my booty call .",1
There are conflicting reports of their marital status.,0
All together On one string of violin.,0
That was some slammin' soup.,1
Color me curious.,1
The borough has three civil parishes Haigh Shevington and Worthington.,0
"He wants me to come over and dust his action figures, or some shit .",1
That was quite a French kiss .,1
Asa Packer and Hanover elementary schools are located within the Township.,0
The whole party stood like men stupefied.,0
On the opposite side is Judas clutching a purse with thirty pieces of silver.,0
I suppose that no one has been allowed to enter the room.,0
West Bloomfield is the second smallest town in the county by area.,0
The loss of precious helium is limited in this way.,0
"Yeah, check me .",1
"Monik is not off limits , she's just playing hard to get.",1
Alpha node branches may fork in order to minimise condition redundancy.,0
A lady speaking in a microphone and another taking notes.,0
It does what it says on the tin .,1
It was an oblong shape.,0
He is such a goober .,1
She was sprung off those shoes as soon as she saw them.,1
The Kasauli brewery is also known as Mohan Meakin.,0
The Ponzi scheme I invested in cleaned me out .,1
The Tealiban will turn the clock back on women's health issues by thirty years.,1
‘You’d better not talk’ said Five.,0
"Her car was so bootleg , I felt like I was going to fall out of it!",1
That dance was funkadelic !,1
"Person #1: ""I promise I'll swing by around eight..."" Person #2: "" Nigga please !",1
Your barn door is open.,1
Xomes music is created by improvised manipulation of sound processing equipment.,0
We could get to the Pyramids by tomorrow said the other taking the money.,0
Clean up your baby batter and let's go to sleep.,1
Stop procrastinating and JFDI .,1
His stablemaster Onoe Oyakata commented All wrestlers have their unique personalities.,0
A boy stands beside a railing at a go kart track.,0
"At the party last night, Jim was so bent !",1
"Whoa , somebody made a butt trumpet .",1
And it might lead to mistaken notions you see.,0
On television it was Martin Benson.,0
It'll be a cold day in hell when you marry him.,1
Stop skiing like a cheese-dick and get your ass down the mountain.,1
This broad I meet last night had a huge puss .,1
John Robert Milton was born in Bristol England.,0
A woman riding a bike with a child on a backseat.,0
Rita returns to her former profession.,0
The percentage of carbon dioxide in the air reached an extraordinary level.,0
It is usually in open country and in cultivated and semidesert areas.,0
I'll skeet on you!,1
"Person A: I can't take any more shots of Tequila, man . Person B:  Stop being a pussy . Down the hatch !",1
Ommastrephids usually occur in pelagic waters but can also be found in neritic habitats.,0
Who's that foo over there?,1
"Ah, feck !",1
"Zomg , Justin Bieber is so talented.",1
That math teacher sure knows how to bore me stiff .,1
But weve never had any real trouble.,0
You know what I mean as well as any man.,0
The eight gentleman suitors then enter with The Beauty.,0
He turned to the man.,0
"When the food comes, just be ugly and don't worry about manners.",1
She's a major Ho Ho !,1
Shush Im in the middle of a muffin emergency.,0
Someone on a Nitro snowboard in midair and another person on the ground behind them.,0
Hand me that joint on the table.,1
The only pub now remaining in Lovell Park is The Leeds Rifleman.,0
Cage identifies as an atheist.,0
"Yo , your rhymes are butt .",1
Johan tries to help her and ends up professing his love to her.,0
Workers sifted through the gravel to find more remains.,0
"Don't break the seal , dude !",1
"Hey, did you see that dude 's basket ?",1
Her strawberry creams are so big.,1
Two men both in blue stand on a boat with a gun.,0
